system,body,is star,type,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Plaa Briae XM-D b53-4,Plaa Briae XM-D b53-4 C,Star,M,2256.0,239757296.0,11.228638,0.199219,M8,Va
Plaa Briae XM-D b53-4,Plaa Briae XM-D b53-4 B,Star,L,1352.0,154496592.0,14.407272,0.105469,L9,V
Plaa Briae BE-G c24-39,Plaa Briae BE-G c24-39,Star,K,4611.0,522983360.0,6.429321,0.617188,K3,Vab
Plaa Briae QP-R b45-9,Plaa Briae QP-R b45-9,Star,M,3697.0,377231456.0,8.098541,0.429688,M0,Va
Plaa Briae PL-L c21-1,Plaa Briae PL-L c21-1 A,Star,K,4169.0,438062240.0,7.251892,0.535156,K6,Vab
Plaa Briae PL-L c21-1,Plaa Briae PL-L c21-1 B,Star,M,2428.0,258923456.0,10.742355,0.222656,M7,Va
Plaa Briae OY-D b39-10,Plaa Briae OY-D b39-10,Star,M,2777.0,388523136.0,9.277512,0.378906,M5,Va
Auphairsts NI-Q a73-0,Auphairsts NI-Q a73-0 A,Star,M,2025.0,251091440.0,11.597565,0.179688,M9,VI
Auphairsts NI-Q a73-0,Auphairsts NI-Q a73-0 B,Star,L,1322.0,144160032.0,14.655151,0.089844,L9,V
Auphairsts TA-C b33-4,Auphairsts TA-C b33-4,Star,M,2272.0,262977440.0,10.997101,0.230469,M8,Va
Auphairsts CT-O d7-72,Auphairsts CT-O d7-72,Star,F,6467.0,764608448.0,4.134872,1.367188,F6,Vb
Auphairsts OA-Y a55-4,Auphairsts OA-Y a55-4 A,Star,M,2116.0,259411616.0,11.335754,0.191406,M9,VI
Auphairsts OA-Y a55-4,Auphairsts OA-Y a55-4 B,Star,T,1244.0,175551760.0,14.491409,0.101563,T0,V
Auphairsts OA-Y a55-4,Auphairsts OA-Y a55-4 C,Star,T,1168.0,146685792.0,15.155457,0.085938,T2,V
Auphairsts RY-I c12-3,Auphairsts RY-I c12-3,Star,K,4072.0,525530336.0,6.958771,0.667969,K7,Va
Auphairsts TY-Y b20-8,Auphairsts TY-Y b20-8,Star,M,3392.0,384511648.0,8.431046,0.402344,M1,Va
Auphairsts DA-G b17-3,Auphairsts DA-G b17-3 A,Star,M,3449.0,360824576.0,8.49678,0.40625,M1,Va
Auphairsts DA-G b17-3,Auphairsts DA-G b17-3 C,Star,L,1878.0,212334640.0,12.289078,0.171875,L1,V
Auphairsts DA-G b17-3,Auphairsts DA-G b17-3 B,Star,L,1594.0,177950192.0,13.38501,0.121094,L5,V
Auphairsts DA-G b17-3,Auphairsts DA-G b17-3 D,Star,T,1226.0,150442624.0,14.889999,0.082031,T1,V
Auphairsts RH-L b14-8,Auphairsts RH-L b14-8 A,Star,M,2887.0,378802112.0,9.163803,0.355469,M4,Va
Auphairsts RH-L b14-8,Auphairsts RH-L b14-8 B,Star,M,2438.0,311455264.0,10.323288,0.269531,M7,Va
Auphairsts RH-L b14-8,Auphairsts RH-L b14-8 C,Star,L,1507.0,175594208.0,13.657791,0.121094,L7,V
Auphairsts AJ-S b10-7,Auphairsts AJ-S b10-7,Star,M,2172.0,305660864.0,10.865967,0.238281,M8,Va
Auphairsts MF-Z b6-7,Auphairsts MF-Z b6-7 A,Star,M,2235.0,277898592.0,10.948547,0.207031,M8,Va
Auphairsts MF-Z b6-7,Auphairsts MF-Z b6-7 B,Star,T,1283.0,165151520.0,14.489975,0.101563,T0,V
Auphairsts BE-C c2-1,Auphairsts BE-C c2-1 A,Star,K,3992.0,508147104.0,7.118011,0.53125,K8,Va
Auphairsts BE-C c2-1,Auphairsts BE-C c2-1 B,Star,M,2561.0,294072000.0,10.234222,0.261719,M6,Va
Auphairsts JO-L b2,Auphairsts JO-L b2 A,Star,M,2915.0,372859136.0,9.156219,0.355469,M4,Va
Auphairsts JO-L b2,Auphairsts JO-L b2 B,Star,M,2691.0,341615968.0,9.693634,0.292969,M5,Va
Auphairsts JO-L b2,Auphairsts JO-L b2 C,Star,L,1393.0,174999904.0,14.006836,0.117188,L8,V
Swuenaa PT-J b56-6,Swuenaa PT-J b56-6 A,Star,M,2704.0,312389184.0,9.866959,0.316406,M5,Va
Swuenaa PT-J b56-6,Swuenaa PT-J b56-6 B,Star,L,1705.0,202698512.0,12.809753,0.144531,L4,V
Swuenaa BI-I c26-19,Swuenaa BI-I c26-19,Star,K,4138.0,492992512.0,7.027756,0.679688,K7,Va
Swuenaa OC-W b49-9,Swuenaa OC-W b49-9 A,Star,M,2376.0,316421920.0,10.400833,0.253906,M7,Va
Swuenaa OC-W b49-9,Swuenaa OC-W b49-9 B,Star,M,2178.0,292904640.0,10.946564,0.21875,M8,Va
NLTT 7789,NLTT 7789,Star,K,3543.0,423523136.0,8.16507,0.453125,K,V
ICZ GW-V b2-0,ICZ GW-V b2-0,Star,M,2760.0,323404928.0,9.702637,0.304688,M,Va
ICZ CV-Y c27,ICZ CV-Y c27 A,Star,K,3945.0,487728704.0,7.258545,0.613281,K,Vz
Lysoosms SS-U d2-139,Lysoosms SS-U d2-139,Star,N,4085962.0,11632.8125,4.7948,0.644531,N,VII
Rohini,Rohini B,Star,K,3775.0,475099840.0,7.506851,0.492188,K,Va
Rohini,Rohini A,Star,G,5708.0,598183424.0,5.210373,0.859375,G,Vb
Thuecheae MT-Q e5-8,Thuecheae MT-Q e5-8,Star,N,7155876.0,8152.34375,4.673615,1.882813,N0,VII
Thuecheae AM-H b57-3,Thuecheae AM-H b57-3 A,Star,M,3180.0,342931904.0,8.959976,0.363281,M3,Va
Thuecheae AM-H b57-3,Thuecheae AM-H b57-3 B,Star,L,1722.0,214626928.0,12.642471,0.140625,L3,V
Thuecheae NF-C d14-79,Thuecheae NF-C d14-79,Star,G,5897.0,791733952.0,4.459976,1.105469,G1,Vab
Pyrivo HD-H b2-3,Pyrivo HD-H b2-3,Star,M,2938.0,337689344.0,9.337296,0.308594,M4,Va
Pyrivo RP-D b4-2,Pyrivo RP-D b4-2,Star,M,3528.0,394232672.0,8.20607,0.394531,M1,Va
Pyrivo HD-Y b6-2,Pyrivo HD-Y b6-2 A,Star,M,2786.0,369441888.0,9.372849,0.316406,M5,Va
Pyrivo HD-Y b6-2,Pyrivo HD-Y b6-2 B,Star,M,2858.0,310521376.0,9.639374,0.28125,M4,Va
Pyrivo HD-Y b6-2,Pyrivo HD-Y b6-2 C,Star,M,2030.0,256185440.0,11.543167,0.179688,M9,VI
Pyrivo RY-Y d1-83,Pyrivo RY-Y d1-83,Star,N,9737298.0,10578.125,5.179642,0.867188,N0,VII
Pyrivo EG-V d3-2,Pyrivo EG-V d3-2,Star,F,7287.0,933707840.0,3.182327,1.558594,F1,Vb
Pyrivo JM-T d4-20,Pyrivo JM-T d4-20 A,Star,F,7073.0,794854080.0,3.66153,1.289063,F2,VI
Pyrivo JM-T d4-20,Pyrivo JM-T d4-20 B,Star,K,4635.0,639147648.0,5.971085,0.820313,K3,Va
Pyrivo JM-T d4-20,Pyrivo JM-T d4-20 C,Star,G,5778.0,805296704.0,4.511627,1.132813,G2,Vab
Pyrivo ZP-J c11-12,Pyrivo ZP-J c11-12,Star,K,4348.0,509611616.0,6.740692,0.621094,K5,Va
Pyrivo HW-V e2-8,Pyrivo HW-V e2-8,Star,H,0.0,8216.15625,20.0,2.785156,H0,VII
Pyrivo RY-P d6-50,Pyrivo RY-P d6-50 A,Star,F,6988.0,712267712.0,3.952301,1.222656,F3,VI
Pyrivo RY-P d6-50,Pyrivo RY-P d6-50 B,Star,M,3199.0,412592256.0,8.53244,0.453125,M2,Va
Pyrivo GO-D b31-2,Pyrivo GO-D b31-2 A,Star,M,3069.0,360272704.0,9.007172,0.328125,M3,Va
Pyrivo GO-D b31-2,Pyrivo GO-D b31-2 B,Star,L,1557.0,215391040.0,13.072311,0.140625,L6,V
Pyrivo PL-Y b33-1,Pyrivo PL-Y b33-1,Star,M,2311.0,262298224.0,10.928772,0.210938,M8,Va
Pyrivo BW-K d9-11,Pyrivo BW-K d9-11 A,Star,A,8056.0,865575680.0,2.911102,1.503906,A7,VI
Pyrivo BW-K d9-11,Pyrivo BW-K d9-11 B,Star,K,4469.0,598671616.0,6.271622,0.753906,K4,Va
Pyrivo BW-K d9-11,Pyrivo BW-K d9-11 C,Star,K,3939.0,457440672.0,7.404373,0.480469,K8,Va
Pyrivo SN-K b41-0,Pyrivo SN-K b41-0,Star,M,3558.0,361015584.0,8.360458,0.40625,M0,Va
Pyrivo EC-J d10-34,Pyrivo EC-J d10-34,Star,G,5519.0,733811072.0,4.912766,0.957031,G6,Va
Pyrivo SE-Y b47-0,Pyrivo SE-Y b47-0 A,Star,M,2668.0,305406144.0,9.974274,0.296875,M6,Va
Pyrivo SE-Y b47-0,Pyrivo SE-Y b47-0 B,Star,T,1271.0,172283120.0,14.438995,0.101563,T0,V
Pyrivo SE-Y b47-0,Pyrivo SE-Y b47-0 C,Star,L,1939.0,231819184.0,11.959534,0.199219,L0,V
Pyrivo MO-F d12-40,Pyrivo MO-F d12-40 A,Star,K,5048.0,655151296.0,5.546585,0.898438,K1,Va
Pyrivo MO-F d12-40,Pyrivo MO-F d12-40 B,Star,G,5669.0,707025152.0,4.877029,0.894531,G4,Vab
Pyrivo QU-D d13-52,Pyrivo QU-D d13-52 A,Star,G,5769.0,645748608.0,4.998047,1.050781,G2,Vb
Pyrivo QU-D d13-52,Pyrivo QU-D d13-52 B,Star,M,2666.0,341700864.0,9.733627,0.328125,M6,Va
Pyrivo FJ-G b57-1,Pyrivo FJ-G b57-1,Star,M,2073.0,250242448.0,11.503159,0.226563,M9,VI
Nyauthou WY-E c11,Nyauthou WY-E c11,Star,K,4472.0,494860256.0,6.682327,0.59375,K4,Vab
Nyauthou DL-B c2-6,Nyauthou DL-B c2-6,Star,K,5059.0,641121600.0,5.584137,0.757813,K0,Vab
Nyauthou PT-X b6-2,Nyauthou PT-X b6-2 A,Star,M,2311.0,260069616.0,10.947311,0.214844,M8,Va
Nyauthou PT-X b6-2,Nyauthou PT-X b6-2 C,Star,T,955.0,119093320.0,16.482635,0.054688,T5,V
Nyauthou PT-X b6-2,Nyauthou PT-X b6-2 D,Star,L,1420.0,169311616.0,13.995209,0.101563,L8,V
Nyauthou PT-X b6-2,Nyauthou PT-X b6-2 B,Star,L,1761.0,234578416.0,12.352127,0.175781,L3,V
Nyauthou WF-U b8-1,Nyauthou WF-U b8-1 A,Star,M,2575.0,316867648.0,10.048401,0.285156,M6,Va
Nyauthou WF-U b8-1,Nyauthou WF-U b8-1 B,Star,T,1078.0,145539648.0,15.520813,0.078125,T3,V
Nyauthou RJ-U c5-13,Nyauthou RJ-U c5-13,Star,M,3505.0,432628640.0,8.032639,0.460938,M1,Va
Nyauthou XA-R c7-2,Nyauthou XA-R c7-2 A,Star,K,5185.0,610409024.0,5.583893,0.796875,K0,Vab
Nyauthou XA-R c7-2,Nyauthou XA-R c7-2 C,Star,K,4643.0,478708064.0,6.5914,0.621094,K3,Vab
Nyauthou XA-R c7-2,Nyauthou XA-R c7-2 B,Star,M,2948.0,329963456.0,9.372787,0.351563,M4,Va
Nyauthou XA-R c7-2,Nyauthou XA-R c7-2 D,Star,M,2246.0,279808832.0,10.912354,0.242188,M8,Va
Nyauthou EU-C b18-3,Nyauthou EU-C b18-3 A,Star,M,3125.0,365175680.0,8.899277,0.324219,M3,Va
Nyauthou EU-C b18-3,Nyauthou EU-C b18-3 B,Star,T,1283.0,169481424.0,14.433762,0.097656,T0,V
Nyauthou HT-L c10-10,Nyauthou HT-L c10-10,Star,K,4034.0,474547968.0,7.2211,0.515625,K7,Va
Nyauthou EL-Q b24-2,Nyauthou EL-Q b24-2 A,Star,M,2265.0,278344288.0,10.887146,0.253906,M8,Va
Nyauthou EL-Q b24-2,Nyauthou EL-Q b24-2 B,Star,L,1870.0,220888304.0,12.221817,0.144531,L1,V
Nyauthou VE-J b28-0,Nyauthou VE-J b28-0,Star,M,2724.0,340554720.0,9.647446,0.289063,M5,Va
Nyauthou NJ-O d7-32,Nyauthou NJ-O d7-32,Star,F,6281.0,745972992.0,4.315247,1.070313,F8,Vb
Nyauthou LZ-Y b33-2,Nyauthou LZ-Y b33-2,Star,M,3483.0,409068928.0,8.18158,0.425781,M1,Va
Nyauthou VV-K d9-49,Nyauthou VV-K d9-49,Star,K,5095.0,592198016.0,5.725769,0.90625,K0,Vab
Nyauthou OL-M b40-2,Nyauthou OL-M b40-2,Star,M,2832.0,350063520.0,9.418732,0.34375,M5,Va
Nyauthou XG-J d10-65,Nyauthou XG-J d10-65,Star,N,8748673.0,10710.9375,4.847443,0.832031,N0,VII
Nyauthou QU-K b55-2,Nyauthou QU-K b55-2 A,Star,M,3035.0,407944000.0,8.78566,0.390625,M3,Va
Nyauthou QU-K b55-2,Nyauthou QU-K b55-2 B,Star,L,1431.0,189199424.0,13.720459,0.113281,L8,V
Nyauthou LF-C d14-37,Nyauthou LF-C d14-37 A,Star,N,7110906.0,11375.0,4.383148,0.699219,N0,VII
Nyauthou LF-C d14-37,Nyauthou LF-C d14-37 C,Star,M,2683.0,374196288.0,9.508713,0.328125,M5,Va
Nyauthou LF-C d14-37,Nyauthou LF-C d14-37 B,Star,K,4131.0,489341792.0,7.051239,0.511719,K7,Va
Gria Gree KD-Z d1-6,Gria Gree KD-Z d1-6 A,Star,G,5208.0,659990592.0,5.395065,0.988281,G9,Va
Gria Gree KD-Z d1-6,Gria Gree KD-Z d1-6 B,Star,M,3664.0,476861472.0,7.628464,0.519531,M0,Va
Gria Gree MD-M b13-0,Gria Gree MD-M b13-0,Star,M,3051.0,392046496.0,8.849152,0.40625,M3,Va
Gria Gree SP-V d3-28,Gria Gree SP-V d3-28 A,Star,K,4992.0,602852992.0,5.775742,0.925781,K1,Vab
Gria Gree SP-V d3-28,Gria Gree SP-V d3-28 C,Star,G,5631.0,715366528.0,4.880783,0.921875,G4,Vab
Gria Gree SP-V d3-28,Gria Gree SP-V d3-28 B,Star,M,2504.0,338177504.0,10.028488,0.296875,M7,Va
Gria Gree GO-B b19-0,Gria Gree GO-B b19-0 A,Star,M,3307.0,403210816.0,8.438156,0.421875,M2,Va
Gria Gree GO-B b19-0,Gria Gree GO-B b19-0 C,Star,L,1638.0,195269760.0,13.064987,0.148438,L5,V
Gria Gree GO-B b19-0,Gria Gree GO-B b19-0 B,Star,M,2051.0,264526848.0,11.428879,0.183594,M9,VI
Gria Gree UX-L c10-2,Gria Gree UX-L c10-2 A,Star,K,4391.0,557070656.0,6.504547,0.652344,K5,Va
Gria Gree UX-L c10-2,Gria Gree UX-L c10-2 B,Star,M,2794.0,296364320.0,9.839096,0.296875,M5,Va
Gria Gree BZ-Q b24-1,Gria Gree BZ-Q b24-1 A,Star,M,2637.0,325909472.0,9.883926,0.277344,M6,Va
Gria Gree BZ-Q b24-1,Gria Gree BZ-Q b24-1 B,Star,M,2012.0,224878592.0,11.865021,0.179688,M9,VI
Gria Gree HB-F c14-4,Gria Gree HB-F c14-4 A,Star,K,4616.0,616925120.0,6.065796,0.757813,K3,Va
Gria Gree HB-F c14-4,Gria Gree HB-F c14-4 B,Star,M,2685.0,361673568.0,9.579422,0.335938,M5,Va
Gria Gree WZ-E b31-0,Gria Gree WZ-E b31-0,Star,M,2288.0,253065376.0,11.050125,0.234375,M8,Va
Gria Gree MY-X b34-1,Gria Gree MY-X b34-1 A,Star,M,3070.0,386273312.0,8.854416,0.351563,M3,Va
Gria Gree XQ-S b37-2,Gria Gree XQ-S b37-2 A,Star,M,2511.0,323129024.0,10.115204,0.265625,M6,Va
Gria Gree XQ-S b37-2,Gria Gree XQ-S b37-2 B,Star,L,1884.0,235830688.0,12.047272,0.167969,L1,V
Gria Gree OK-L b41-0,Gria Gree OK-L b41-0,Star,M,2824.0,325187840.0,9.59111,0.28125,M5,Va
Gria Gree XH-G b44-1,Gria Gree XH-G b44-1 A,Star,M,2117.0,286197568.0,11.120255,0.238281,M9,VI
Gria Gree XH-G b44-1,Gria Gree XH-G b44-1 B,Star,T,1160.0,131255248.0,15.426697,0.070313,T2,V
Gria Gree NG-Z b47-1,Gria Gree NG-Z b47-1 A,Star,M,2717.0,356409760.0,9.559784,0.347656,M5,Va
Gria Gree NG-Z b47-1,Gria Gree NG-Z b47-1 B,Star,T,1243.0,163411072.0,14.650574,0.085938,T0,V
Gria Gree WD-U b50-1,Gria Gree WD-U b50-1 A,Star,M,2221.0,268368576.0,11.051636,0.234375,M8,Va
Gria Gree WD-U b50-1,Gria Gree WD-U b50-1 B,Star,L,1314.0,159781600.0,14.458054,0.109375,L9,V
Gria Gree WD-U b50-1,Gria Gree WD-U b50-1 C,Star,T,931.0,110136392.0,16.763016,0.046875,T6,V
Gria Gree WD-U b50-1,Gria Gree WD-U b50-1 D,Star,T,1147.0,135372880.0,15.408585,0.082031,T2,V
Gria Gree AE-E d13-1,Gria Gree AE-E d13-1 A,Star,G,5253.0,743468352.0,5.098953,1.011719,G9,Va
Gria Gree AE-E d13-1,Gria Gree AE-E d13-1 C,Star,K,4378.0,569062784.0,6.471161,0.628906,K5,Va
Gria Gree AE-E d13-1,Gria Gree AE-E d13-1 B,Star,M,3437.0,373856672.0,8.434845,0.394531,M1,Va
Gria Gree WU-H b57-1,Gria Gree WU-H b57-1 A,Star,M,3088.0,400515264.0,8.750366,0.40625,M3,Va
Gria Gree WU-H b57-1,Gria Gree WU-H b57-1 B,Star,L,1401.0,178226112.0,13.942276,0.125,L8,V
Skueqiae WV-C d0,Skueqiae WV-C d0 A,Star,G,5988.0,703692800.0,4.64949,0.996094,G0,Vb
Skueqiae WV-C d0,Skueqiae WV-C d0 C,Star,M,2599.0,339429792.0,9.858704,0.296875,M6,Va
Skueqiae WV-C d0,Skueqiae WV-C d0 B,Star,M,3618.0,382283008.0,8.163498,0.425781,M0,Va
Chua Eop JP-E b4-0,Chua Eop JP-E b4-0,Star,M,3094.0,379141728.0,8.861053,0.335938,M3,Va
Chua Eop UH-Z b6-1,Chua Eop UH-Z b6-1 A,Star,M,2281.0,258520176.0,11.017044,0.222656,M8,Va
Chua Eop UH-Z b6-1,Chua Eop UH-Z b6-1 B,Star,T,1151.0,126861664.0,15.53447,0.070313,T2,V
Chua Eop RX-W c4-0,Chua Eop RX-W c4-0 A,Star,K,4562.0,607904512.0,6.148911,0.699219,K4,Va
Chua Eop RX-W c4-0,Chua Eop RX-W c4-0 B,Star,M,2359.0,314681472.0,10.444031,0.285156,M7,Va
Chua Eop XT-M b13-0,Chua Eop XT-M b13-0,Star,M,2648.0,326227840.0,9.863724,0.28125,M6,Va
Chua Eop CQ-R c7-1,Chua Eop CQ-R c7-1,Star,M,3491.0,426558304.0,8.080688,0.460938,M1,Va
Chua Eop VP-A b20-0,Chua Eop VP-A b20-0,Star,M,2114.0,250284912.0,11.417725,0.222656,M9,VI
Chua Eop QO-K c11-1,Chua Eop QO-K c11-1 A,Star,K,4171.0,601239872.0,6.562073,0.714844,K6,Va
Chua Eop QO-K c11-1,Chua Eop QO-K c11-1 C,Star,M,2579.0,276667552.0,10.336304,0.253906,M6,Va
Chua Eop QO-K c11-1,Chua Eop QO-K c11-1 D,Star,L,1391.0,164026592.0,14.153732,0.09375,L8,V
Chua Eop QO-K c11-1,Chua Eop QO-K c11-1 B,Star,M,2445.0,306424960.0,10.346207,0.257813,M7,Va
Chua Eop PA-Q b25-0,Chua Eop PA-Q b25-0 B,Star,L,1929.0,237337664.0,11.930878,0.203125,L1,V
Chua Eop PA-Q b25-0,Chua Eop PA-Q b25-0 A,Star,M,2674.0,369717824.0,9.549469,0.3125,M6,Va
Chua Eop PA-Q b25-0,Chua Eop PA-Q b25-0 C,Star,L,1530.0,196967776.0,13.342484,0.128906,L6,V
Chua Eop AT-K b28-0,Chua Eop AT-K b28-0 A,Star,M,2570.0,350636576.0,9.836899,0.324219,M6,Va
Chua Eop AT-K b28-0,Chua Eop AT-K b28-0 B,Star,L,1582.0,191619056.0,13.257095,0.117188,L5,V
Chua Eop PR-D b32-0,Chua Eop PR-D b32-0 A,Star,M,3640.0,412995520.0,7.96933,0.425781,M0,Va
Chua Eop PR-D b32-0,Chua Eop PR-D b32-0 C,Star,M,2613.0,326503776.0,9.919678,0.300781,M6,Va
Chua Eop PR-D b32-0,Chua Eop PR-D b32-0 B,Star,L,1939.0,247504432.0,11.817322,0.203125,L0,V
Chua Eop LZ-Z c16-1,Chua Eop LZ-Z c16-1 A,Star,K,3856.0,475205952.0,7.414139,0.640625,K8,Va
Chua Eop LZ-Z c16-1,Chua Eop LZ-Z c16-1 B,Star,L,1984.0,269153920.0,11.535477,0.203125,L0,V
Chua Eop LZ-Z c16-1,Chua Eop LZ-Z c16-1 C,Star,T,1128.0,134566336.0,15.494095,0.078125,T2,V
Chua Eop XF-L d9-2,Chua Eop XF-L d9-2 A,Star,F,7042.0,981442816.0,3.222595,1.570313,F3,Vab
Chua Eop XF-L d9-2,Chua Eop XF-L d9-2 B,Star,A,7751.0,880645376.0,3.04126,1.378906,A8,VI
Chua Eop XF-L d9-2,Chua Eop XF-L d9-2 C,Star,M,3208.0,431227776.0,8.424301,0.425781,M2,Va
Chua Eop WZ-N b40-0,Chua Eop WZ-N b40-0,Star,M,2839.0,378356384.0,9.239197,0.367188,M5,Va
Chua Eop ZC-T c20-0,Chua Eop ZC-T c20-0,Star,G,5223.0,567831744.0,5.709229,0.820313,G9,Vab
Cho Thaa EZ-W b42-0,Cho Thaa EZ-W b42-0,Star,M,2519.0,311221792.0,10.182953,0.320313,M6,Va
Cho Thaa GQ-G d10-0,Cho Thaa GQ-G d10-0 A,Star,F,6309.0,831552000.0,4.060043,1.367188,F7,Vb
Cho Thaa GQ-G d10-0,Cho Thaa GQ-G d10-0 B,Star,K,3829.0,505621344.0,7.309921,0.539063,K9,Va
Lalande 25224,PSR J2144-3933,Star,N,314875968.0,4407.928711,-16.540756,11.675781,N,NA
Praea Euq PZ-G d10-11,Praea Euq PZ-G d10-11,Star,F,6826.0,890493760.0,3.569168,1.285156,F,NA
Aucoks IC-B d1-20,Aucoks IC-B d1-20,Star,N,4943456.0,11375.0,4.876465,0.691406,N,NA
Blu Thua WB-W b15-1,Blu Thua WB-W b15-1,Star,M,2806.0,369696608.0,9.340286,0.347656,M,NA
Dryooe Flyou ZE-A g46,Dryooe Flyou ZE-A g46,Star,O,33055.0,4000037120.0,-6.546127,19.097656,O,NA
Blae Drye GT-O d7-116,Blae Drye GT-O d7-116 A,Star,N,7401104.0,12187.5,5.284988,0.558594,N,VII
Blae Drye WS-P b39-9,Blae Drye WS-P b39-9 A,Star,M,2160.0,275181792.0,11.118164,0.238281,M,VI
Blae Drye IF-M b41-1,Blae Drye IF-M b41-1,Star,M,3019.0,366491616.0,9.041367,0.339844,M,Va
Blae Drye YD-R c21-18,Blae Drye YD-R c21-18 A,Star,K,4626.0,580906304.0,6.187073,0.824219,K,Va
Blae Drye JF-D b46-15,Blae Drye JF-D b46-15 A,Star,M,3041.0,345202976.0,9.139801,0.339844,M,Va
Blae Drye UR-Z b47-3,Blae Drye UR-Z b47-3,Star,M,2991.0,329623840.0,9.312119,0.316406,M,Va
Blae Drye HY-F d12-100,Blae Drye HY-F d12-100 A,Star,A,8205.0,990612032.0,2.538437,1.566406,A,Vb
Blae Drye HY-F d12-100,Blae Drye HY-F d12-100 B,Star,K,3893.0,520988224.0,7.172882,0.601563,K,Va
Blae Drye UW-Q b52-17,Blae Drye UW-Q b52-17,Star,M,2475.0,296279392.0,10.366364,0.230469,M,Va
Blae Drye HE-N b54-2,Blae Drye HE-N b54-2 A,Star,M,3106.0,382558944.0,8.824753,0.375,M,Va
Blae Drye HE-N b54-2,Blae Drye HE-N b54-2 C,Star,L,1746.0,205287952.0,12.678986,0.144531,L,V
Blae Drye HE-N b54-2,Blae Drye HE-N b54-2 B,Star,M,2028.0,254742144.0,11.559753,0.179688,M,VI
Blae Drye RK-C d14-138,Blae Drye RK-C d14-138 A,Star,F,6674.0,845751552.0,3.778961,1.3125,F,Vb
Blae Drye RK-C d14-138,Blae Drye RK-C d14-138 B,Star,K,4432.0,488195616.0,6.750809,0.65625,K,Va
Omega Sector DL-Y d91,Omega Sector DL-Y d91 A,Star,F,6339.0,750005696.0,4.263611,1.160156,F,Vb
Omega Sector DL-Y d91,Omega Sector DL-Y d91 D,Star,L,1366.0,181961696.0,14.007141,0.113281,L,V
Omega Sector DL-Y d91,Omega Sector DL-Y d91 B,Star,M,3074.0,359784544.0,9.003036,0.410156,M,Va
Omega Sector DL-Y d91,Omega Sector DL-Y d91 C,Star,L,1775.0,184911968.0,12.834427,0.136719,L,V
Blae Drye DM-J d10-166,Blae Drye DM-J d10-166 A,Star,F,7230.0,822149376.0,3.492813,1.546875,F,VI
Blae Drye DS-U c19-45,Blae Drye DS-U c19-45 A,Star,K,4840.0,512710464.0,6.261826,0.675781,K,Vab
Blae Drye DS-U c19-45,Blae Drye DS-U c19-45 B,Star,M,3375.0,412655936.0,8.299454,0.398438,M,Va
Bleia Dryiae IU-U b36-9,Bleia Dryiae IU-U b36-9,Star,M,3210.0,339196288.0,8.942993,0.347656,M,Va
Bleia Dryiae TV-B b33-6,Bleia Dryiae TV-B b33-6,Star,M,2927.0,294284288.0,9.65239,0.292969,M,Va
Bleia Dryiae ID-H b30-1,Bleia Dryiae ID-H b30-1 A,Star,M,2259.0,273568672.0,10.936249,0.238281,M,Va
Bleia Dryiae ID-H b30-1,Bleia Dryiae ID-H b30-1 B,Star,L,1783.0,230227296.0,12.338867,0.175781,L,V
Bleia Dryiae TE-O b26-5,Bleia Dryiae TE-O b26-5 A,Star,M,3161.0,424775424.0,8.521149,0.425781,M,Va
Bleia Dryiae TE-O b26-5,Bleia Dryiae TE-O b26-5 B,Star,L,1872.0,269493472.0,11.785172,0.191406,L,V
Bleia Dryiae EG-V b22-4,Bleia Dryiae EG-V b22-4 A,Star,M,2768.0,351846400.0,9.506989,0.351563,M,Va
Bleia Dryiae RA-U d4-133,Bleia Dryiae RA-U d4-133,Star,F,6998.0,834693312.0,3.601608,1.308594,F,Vz
Bleia Dryiae FV-P c8-3,Bleia Dryiae FV-P c8-3,Star,K,4024.0,472807488.0,7.239883,0.554688,K,Va
M17 Sector XK-O d6-70,M17 Sector XK-O d6-70 A,Star,A,7749.0,998910976.0,2.768692,1.625,A,Vab
M17 Sector XK-O d6-70,M17 Sector XK-O d6-70 B,Star,K,4791.0,613253184.0,5.91713,0.839844,K,Va
M17 Sector XK-O d6-70,M17 Sector XK-O d6-70 ABCD 1,Star,Y,574.0,71082440.0,19.750809,0.023438,Y,V
M17 Sector XK-O d6-70,M17 Sector XK-O d6-70 D,Star,M,2520.0,337625664.0,10.004364,0.285156,M,Va
M17 Sector XK-O d6-70,M17 Sector XK-O d6-70 C,Star,K,4816.0,542255616.0,6.161758,0.710938,K,Vab
M17 Sector TE-Q d5-26,M17 Sector TE-Q d5-26,Star,A,7939.0,910296704.0,2.865219,1.792969,A,VI
M17 Sector LY-H c10-29,M17 Sector LY-H c10-29,Star,G,5566.0,581840256.0,5.38002,0.832031,G,Vab
M17 Sector PY-R d4-43,M17 Sector PY-R d4-43,Star,A,7609.0,790757632.0,3.355423,1.351563,A,VI
M17 Sector MS-T d3-4,M17 Sector MS-T d3-4 A,Star,A,7534.0,771464128.0,3.452103,1.394531,A,VI
M17 Sector MS-T d3-4,M17 Sector MS-T d3-4 B,Star,K,5126.0,621743168.0,5.593674,0.886719,K,Vab
M17 Sector IM-V d2-78,M17 Sector IM-V d2-78 A,Star,A,7631.0,954996480.0,2.932983,1.714844,A,Vb
M17 Sector IM-V d2-78,M17 Sector IM-V d2-78 B,Star,G,5747.0,642140416.0,5.026794,0.882813,G,Vab
